drug,date,forecast,ci_lower,ci_upper
Dabigatran etexilate,2024-07-01,2.811820573965318,2.5601684456775855,3.0634727022530504
Dabigatran etexilate,2024-08-01,2.811863258382449,2.5571081241704348,3.0666183925944632
Dabigatran etexilate,2024-09-01,2.838316960096962,2.5805020741560445,3.09613184603788
Dabigatran etexilate,2024-10-01,2.80061950481717,2.5396844941383936,3.0615545154959465
Dabigatran etexilate,2024-11-01,2.840650428062144,2.5766746888039407,3.1046261673203475
Dabigatran etexilate,2024-12-01,2.8272784551693566,2.5603041968116997,3.0942527135270135
Dabigatran etexilate,2025-01-01,2.812114111144496,2.5333719091000004,3.0908563131889917
Dabigatran etexilate,2025-02-01,2.8247358594159606,2.5441667838732536,3.1053049349586677
Dabigatran etexilate,2025-03-01,2.8288424457681467,2.545039166910575,3.112645724625718
Dabigatran etexilate,2025-04-01,2.823887850701892,2.5354415022691197,3.1123341991346645
Dabigatran etexilate,2025-05-01,2.827903130664115,2.5360621664932337,3.1197440948349966
Dabigatran etexilate,2025-06-01,2.831494453341296,2.536178664371842,3.1268102423107496
Dabigatran etexilate,2025-07-01,2.815055804167465,2.516045705040517,3.114065903294413
Dabigatran etexilate,2025-08-01,2.8150759284174365,2.512570752830775,3.117581104004098
Dabigatran etexilate,2025-09-01,2.827547785325837,2.5215901729339527,3.133505397717721
Dabigatran etexilate,2025-10-01,2.8097749505281384,2.500359343462859,3.119190557593418
Dabigatran etexilate,2025-11-01,2.828647921631961,2.515831981421507,3.141463861842415
Dabigatran etexilate,2025-12-01,2.8223435739694023,2.506167342754361,3.1385198051844436
Dabigatran etexilate,2026-01-01,2.815194195356013,2.492417028735613,3.137971361976413
Dabigatran etexilate,2026-02-01,2.821144842276587,2.4956164970430805,3.1466731875100935
Dabigatran etexilate,2026-03-01,2.8230809326583124,2.49413346157032,3.152028403746305
Dabigatran etexilate,2026-04-01,2.820745040257253,2.487796092020483,3.153693988494023
Dabigatran etexilate,2026-05-01,2.8226380833458045,2.486234497007678,3.1590416696839307
Dabigatran etexilate,2026-06-01,2.824331247617342,2.484455485862261,3.164207009372423
Dabigatran etexilate,2026-07-01,2.8165810853648034,2.473155018771262,3.160007151958345
Dabigatran etexilate,2026-08-01,2.816590573139714,2.4697175582817197,3.1634635879977084
Dabigatran etexilate,2026-09-01,2.822470552303809,2.4721856972447718,3.172755407362846
Dabigatran etexilate,2026-10-01,2.814091375164085,2.4604082809897623,3.167774469338408
Dabigatran etexilate,2026-11-01,2.8229892223466595,2.465948751595479,3.18002969309784
Dabigatran etexilate,2026-12-01,2.8200169758583633,2.459651933372489,3.1803820183442375
Dabigatran etexilate,2027-01-01,2.816646331246953,2.451678428615286,3.1816142338786197
Dabigatran etexilate,2027-02-01,2.819451822054173,2.451460694680577,3.187442949427769
Dabigatran etexilate,2027-03-01,2.8203646108383826,2.4490639053448575,3.1916653163319078
Dabigatran etexilate,2027-04-01,2.819263331474088,2.4444182876788125,3.1941083752693635
Dabigatran etexilate,2027-05-01,2.8201558251900636,2.4420127576739965,3.1982988927061307
Dabigatran etexilate,2027-06-01,2.82095408407894,2.4395186350518654,3.202389533106015
Dabigatran etexilate,2027-07-01,2.817300194133161,2.432551581653479,3.202048806612843
Dabigatran etexilate,2027-08-01,2.817304667237623,2.4293001551508002,3.2053091793244457
Dabigatran etexilate,2027-09-01,2.8200768410385058,2.4288440412082726,3.211309640868739
Dabigatran etexilate,2027-10-01,2.816126395859799,2.4216833405255462,3.2105694511940515
Dabigatran etexilate,2027-11-01,2.8203213731131895,2.4226976848055473,3.217945061420832
Dabigatran etexilate,2027-12-01,2.818920078378179,2.4181416633809794,3.2196984933753785
Dabigatran etexilate,2028-01-01,2.8173309549437127,2.412876895152346,3.2217850147350795
Dabigatran etexilate,2028-02-01,2.8186536310786696,2.4111992758871437,3.2261079862701956
Dabigatran etexilate,2028-03-01,2.8190839742963423,2.408514161452057,3.2296537871406277
Dabigatran etexilate,2028-04-01,2.818564765347475,2.4047891095786955,3.2323404211162545
Dabigatran etexilate,2028-05-01,2.8189855402563366,2.4021205715449465,3.2358505089677267
Dabigatran etexilate,2028-06-01,2.8193618872324584,2.3994203843647575,3.2393033901001593
Dabigatran etexilate,2028-07-01,2.817639225009291,2.3946223065376406,3.2406561434809413
Dabigatran etexilate,2028-08-01,2.817641333898226,2.391583785485039,3.243698882311413
Dabigatran etexilate,2028-09-01,2.8189483024040376,2.3898718958015523,3.248024709006523
Dabigatran etexilate,2028-10-01,2.8170858263100564,2.3850079971346214,3.2491636554854915
Dabigatran etexilate,2028-11-01,2.819063589447069,2.3840066601967838,3.254120518697354
Dabigatran etexilate,2028-12-01,2.818402935311518,2.3803874580049573,3.2564184126180784
Dabigatran etexilate,2029-01-01,2.817653727494882,2.3764660092706826,3.2588414457190815
Dabigatran etexilate,2029-02-01,2.8182773161209727,2.374216585129474,3.2623380471124714
Dabigatran etexilate,2029-03-01,2.8184802056483207,2.3715046415486207,3.2654557697480207
Dabigatran etexilate,2029-04-01,2.8182354195011143,2.3683143206631065,3.268156518339122
Dabigatran etexilate,2029-05-01,2.8184337979555036,2.36562635427533,3.271241241635677
Dabigatran etexilate,2029-06-01,2.8186112304256077,2.362931370905689,3.2742910899455264
Dabigatran etexilate,2029-07-01,2.8177990644383546,2.35925548307111,3.2763426458055993
Dabigatran etexilate,2029-08-01,2.81780005869471,2.3564160397598126,3.2791840776296075
Dabigatran etexilate,2029-09-01,2.818416241805105,2.3542092639895227,3.282623219620687
Dabigatran etexilate,2029-10-01,2.8175381591982767,2.3505236819149813,3.284552636481572
Dabigatran etexilate,2029-11-01,2.8184705950113584,2.3486661050837414,3.2882750849389755
Dabigatran etexilate,2029-12-01,2.818159123144723,2.3455812197235226,3.2907370265659233
Dabigatran etexilate,2030-01-01,2.817805901777311,2.342369052555698,3.2932427509989237
Dabigatran etexilate,2030-02-01,2.8180998987462687,2.339942028283637,3.2962577692089003
Dabigatran etexilate,2030-03-01,2.81819555300226,2.3373054488070246,3.299085657197496
Dabigatran etexilate,2030-04-01,2.8180801461742484,2.334451448821575,3.3017088435269217
Dabigatran etexilate,2030-05-01,2.818173673640685,2.33183940676279,3.3045079405185795
Dabigatran etexilate,2030-06-01,2.8182573259175587,2.3292305391301555,3.307284112704962
Dabigatran etexilate,2030-07-01,2.8178744223036176,2.326165759520227,3.309583085087008
Dabigatran etexilate,2030-08-01,2.8178748910555202,2.3235013313782145,3.312248450732826
Dabigatran etexilate,2030-09-01,2.8181653966215285,2.32114127179881,3.315189521444247
Dabigatran etexilate,2030-10-01,2.817751415971304,2.3180900774647255,3.3174127544778824
Dabigatran etexilate,2030-11-01,2.81819102197328,2.315906629987201,3.3204754139593593
Dabigatran etexilate,2030-12-01,2.8180441755093213,2.3131504138162455,3.322937937202397
Dalteparin,2023-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2023-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2024-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2025-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2026-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2027-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2028-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2029-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-01-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-02-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-03-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-04-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-05-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-06-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-07-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-08-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-09-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-10-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-11-01,0.0,-0.0020491282095266225,0.0020491282095266225
Dalteparin,2030-12-01,0.0,-0.0020491282095266225,0.0020491282095266225
Enoxaparin,2023-01-01,2.2987457714971877,-23037846.03692452,23037850.63441606
Enoxaparin,2023-02-01,2.674133345805548,-30379809.45732234,30379814.80558903
Enoxaparin,2023-03-01,2.652349631541987,-33800039.916249156,33800045.22094841
Enoxaparin,2023-04-01,2.5251685984344476,-35495163.68881803,35495168.739155225
Enoxaparin,2023-05-01,2.6163973658318747,-36362959.730780154,36362964.96357489
Enoxaparin,2023-06-01,2.7691385983881234,-36814690.96692454,36814696.505201735
Enoxaparin,2023-07-01,2.525694545952954,-37051863.1405508,37051868.1919399
Enoxaparin,2023-08-01,2.287746918541551,-37176938.42925604,37176943.00474988
Enoxaparin,2023-09-01,2.5665207070449725,-37243050.38789212,37243055.52093353
Enoxaparin,2023-10-01,2.522907768123597,-37278038.49566473,37278043.54148027
Enoxaparin,2023-11-01,2.7375573601715666,-37296566.585314594,37296572.06042931
Enoxaparin,2023-12-01,2.5009421258408726,-37306381.99934383,37306387.00122808
Enoxaparin,2024-01-01,2.2921519067410925,-44176901.902014524,44176906.486318335
Enoxaparin,2024-02-01,2.669333207091593,-48599957.64774215,48599962.98640856
Enoxaparin,2024-03-01,2.6488552723876695,-50905369.97235467,50905375.27006521
Enoxaparin,2024-04-01,2.5226248082177554,-52096905.06866399,52096910.1139136
Enoxaparin,2024-05-01,2.6145455617153632,-52718490.71810477,52718495.947195895
Enoxaparin,2024-06-01,2.7677905397064655,-53045042.5571917,53045048.09277278
Enoxaparin,2024-07-01,2.524713199063729,-53217293.41725916,53217298.46668555
Enoxaparin,2024-08-01,2.287032527002002,-53308351.607935235,53308356.182000294
Enoxaparin,2024-09-01,2.566000651112271,-53356543.76117551,53356548.89317681
Enoxaparin,2024-10-01,2.522529182770657,-53382065.32049246,53382070.36555083
Enoxaparin,2024-11-01,2.7372817612206686,-53395585.05852905,53395590.53309257
Enoxaparin,2024-12-01,2.500741497947727,-53402748.68460182,53402753.686084814
Enoxaparin,2025-01-01,2.2920058555628247,-58415231.09535462,58415235.67936632
Enoxaparin,2025-02-01,2.669226886149181,-61831250.039401695,61831255.377855465
Enoxaparin,2025-03-01,2.648777873883053,-63661022.92651895,63661028.22407469
Enoxaparin,2025-04-01,2.522568464393284,-64618686.434668235,64618691.479805164
Enoxaparin,2025-05-01,2.6145045450759365,-65121340.20098576,65121345.42999485
Enoxaparin,2025-06-01,2.767760680804879,-65386232.38380196,65386237.91932332
Enoxaparin,2025-07-01,2.5246914626656136,-65526183.660939835,65526188.71032276
Enoxaparin,2025-08-01,2.2870167035464184,-65600229.399713345,65600233.973746754
Enoxaparin,2025-09-01,2.565989132104141,-65639435.07665867,65639440.20863693
Enoxaparin,2025-10-01,2.52252079727309,-65660202.479560025,65660207.524601616
Enoxaparin,2025-11-01,2.7372756568262058,-65671205.07796848,65671210.5525198
Enoxaparin,2025-12-01,2.5007370541289244,-65677035.40891616,65677040.41039027
Enoxaparin,2026-01-01,2.2920026205940376,-69813846.16732937,69813850.75133461
Enoxaparin,2026-02-01,2.669224531187487,-72696261.15902627,72696266.49747533
Enoxaparin,2026-03-01,2.648776159540522,-74258828.80407438,74258834.1016267
Enoxaparin,2026-04-01,2.522567216402575,-75081456.22418904,75081461.26932347
Enoxaparin,2026-05-01,2.614503636575575,-75514506.99321078,75514512.22221805
Enoxaparin,2026-06-01,2.7677600194434593,-75743065.25315486,75743070.7886749
Enoxaparin,2026-07-01,2.5246909812140412,-75863915.5874857,75863920.63686767
Enoxaparin,2026-08-01,2.287016353063899,-75927881.91236505,75927886.48639774
Enoxaparin,2026-09-01,2.5659888769632224,-75961758.11026073,75961763.24223849
Enoxaparin,2026-10-01,2.52252061153804,-75979704.56994922,75979709.61499046
Enoxaparin,2026-11-01,2.7372755216165774,-75989213.1789649,75989218.65351595
Enoxaparin,2026-12-01,2.50073695570031,-75994252.0486198,75994257.05009371
Enoxaparin,2027-01-01,2.2920025489409146,-79596650.7352952,79596655.3193003
Enoxaparin,2027-02-01,2.6692244790261306,-82136473.45910336,82136478.79755233
Enoxaparin,2027-03-01,2.6487761215685954,-83522617.60259369,83522622.90014595
Enoxaparin,2027-04-01,2.5225671887601346,-84254846.3013533,84254851.34648767
Enoxaparin,2027-05-01,2.614503616452695,-84640976.20071673,84640981.42972398
Enoxaparin,2027-06-01,2.767760004794597,-84844952.90433541,84844958.43985543
Enoxaparin,2027-07-01,2.5246909705501026,-84952856.34265028,84952861.39203222
Enoxaparin,2027-08-01,2.2870163453008665,-85009983.96147388,85009988.53550658
Enoxaparin,2027-09-01,2.5659888713119643,-85040242.32095705,85040247.45293479
Enoxaparin,2027-10-01,2.522520607424091,-85056273.29847324,85056278.34351444
Enoxaparin,2027-11-01,2.737275518621744,-85064767.30840608,85064772.78295714
Enoxaparin,2027-12-01,2.5007369535201596,-85069268.63892066,85069273.64039457
Enoxaparin,2028-01-01,2.29200254735383,-88302213.69359738,88302218.27760246
Enoxaparin,2028-02-01,2.6692244778707797,-90598313.48523393,90598318.82368287
Enoxaparin,2028-03-01,2.648776120727534,-91856854.88133119,91856860.17888342
Enoxaparin,2028-04-01,2.522567188147867,-92523149.89495379,92523154.94008815
Enoxaparin,2028-05-01,2.6145036160069823,-92874910.45901039,92874915.68801764
Enoxaparin,2028-06-01,2.7677600044701314,-93060841.23751698,93060846.773037
Enoxaparin,2028-07-01,2.524690970313901,-93159228.97654079,93159234.02592273
Enoxaparin,2028-08-01,2.2870163451289187,-93211327.20803712,93211331.78206982
Enoxaparin,2028-09-01,2.5659888711867915,-93238924.04061843,93238929.17259617
Enoxaparin,2028-10-01,2.522520607332969,-93253545.61848038,93253550.66352159
Enoxaparin,2028-11-01,2.73727551855541,-93261293.02516155,93261298.4997126
Enoxaparin,2028-12-01,2.50073695347187,-93265398.78293653,93265403.78441043
Enoxaparin,2029-01-01,2.2920025473186767,-96223360.42463109,96223365.00863618
Enoxaparin,2029-02-01,2.669224477845189,-98334676.23222156,98334681.5706705
Enoxaparin,2029-03-01,2.648776120708905,-99495406.59198771,99495411.88953994
Enoxaparin,2029-04-01,2.5225671881343055,-100110875.59756947,100110880.64270383
Enoxaparin,2029-05-01,2.61450361599711,-100436064.92667845,100436070.1556857
Enoxaparin,2029-06-01,2.7677600044629447,-100608023.11341204,100608028.64893205
Enoxaparin,2029-07-01,2.524690970308669,-100699037.18590611,100699042.23528805
Enoxaparin,2029-08-01,2.28701634512511,-100747236.53854147,100747241.11257416
Enoxaparin,2029-09-01,2.565988871184019,-100772769.64700551,100772774.77898325
Enoxaparin,2029-10-01,2.5225206073309505,-100786298.26100038,100786303.30604158
Enoxaparin,2029-11-01,2.7372755185539406,-100793466.65449347,100793472.12904452
Enoxaparin,2029-12-01,2.500736953470801,-100797265.62367964,100797270.62515354
Enoxaparin,2030-01-01,2.292002547317898,-103540278.35877226,103540282.94277735
Enoxaparin,2030-02-01,2.6692244778446224,-105505273.30973801,105505278.64818695
Enoxaparin,2030-03-01,2.6487761207084923,-106587945.28500669,106587950.58255892
Enoxaparin,2030-04-01,2.5225671881340053,-107162687.3593745,107162692.40450886
Enoxaparin,2030-05-01,2.6145036159968913,-107466540.3087968,107466545.53780404
Enoxaparin,2030-06-01,2.7677600044627857,-107627266.34400111,107627271.87952113
Enoxaparin,2030-07-01,2.524690970308553,-107712349.52179143,107712354.57117337
Enoxaparin,2030-08-01,2.287016345125026,-107757411.91601187,107757416.49004456
Enoxaparin,2030-09-01,2.565988871183958,-107781284.32668598,107781289.45866372
Enoxaparin,2030-10-01,2.5225206073309057,-107793933.34761733,107793938.39265853
Enoxaparin,2030-11-01,2.737275518553908,-107800635.74310884,107800641.21765989
Enoxaparin,2030-12-01,2.5007369534707773,-107804187.79859504,107804192.80006894
Fondaparinux,2023-01-01,0.4807620588069402,0.4160280958807769,0.5454960217331035
Fondaparinux,2023-02-01,0.4812714712497692,0.40949276401960294,0.5530501784799355
Fondaparinux,2023-03-01,0.481650164671541,0.40345886293572153,0.5598414664073604
Fondaparinux,2023-04-01,0.4821273776039131,0.3980109313959925,0.5662438238118337
Fondaparinux,2023-05-01,0.4752971193153589,0.3856462778348795,0.5649479607958383
Fondaparinux,2023-06-01,0.4809586953790943,0.3860957930744205,0.5758215976837682
Fondaparinux,2023-07-01,0.4751960168643931,0.3753928751845135,0.5749991585442727
Fondaparinux,2023-08-01,0.473003282284927,0.36849316820651745,0.5775133963633365
Fondaparinux,2023-09-01,0.4780086115217657,0.3689945720580792,0.5870226509854523
Fondaparinux,2023-10-01,0.47657412862326415,0.3632350018589457,0.5899132553875827
Fondaparinux,2023-11-01,0.47732316605763125,0.3598180439045837,0.5948282882106788
Fondaparinux,2023-12-01,0.47753371697374114,0.3560053230242771,0.5990621109232052
Fondaparinux,2024-01-01,0.47723181495979516,0.34958926710902133,0.604874362810569
Fondaparinux,2024-02-01,0.47723181495979516,0.3449163425914365,0.6095472873281538
Fondaparinux,2024-03-01,0.47723181495979516,0.34040291291681785,0.6140607170027725
Fondaparinux,2024-04-01,0.47723181495979516,0.33603368239242914,0.6184299475271612
Fondaparinux,2024-05-01,0.47723181495979516,0.33179565423373547,0.6226679756858549
Fondaparinux,2024-06-01,0.47723181495979516,0.32767767408445503,0.6267859558351353
Fondaparinux,2024-07-01,0.47723181495979516,0.32367008385732987,0.6307935460622605
Fondaparinux,2024-08-01,0.47723181495979516,0.31976445495966477,0.6346991749599256
Fondaparinux,2024-09-01,0.47723181495979516,0.31595337972546056,0.6385102501941298
Fondaparinux,2024-10-01,0.47723181495979516,0.31223030624590414,0.6422333236736861
Fondaparinux,2024-11-01,0.47723181495979516,0.3085894060464822,0.6458742238731081
Fondaparinux,2024-12-01,0.47723181495979516,0.30502546696324234,0.6494381629563479
Fondaparinux,2025-01-01,0.47723181495979516,0.30153380558992593,0.6529298243296644
Fondaparinux,2025-02-01,0.47723181495979516,0.2981101950956385,0.6563534348239518
Fondaparinux,2025-03-01,0.47723181495979516,0.29475080523827857,0.6597128246813118
Fondaparinux,2025-04-01,0.47723181495979516,0.2914521521459957,0.6630114777735947
Fondaparinux,2025-05-01,0.47723181495979516,0.2882110559902211,0.6662525739293692
Fondaparinux,2025-06-01,0.47723181495979516,0.2850246050855071,0.6694390248340832
Fondaparinux,2025-07-01,0.47723181495979516,0.28189012526227203,0.6725735046573182
Fondaparinux,2025-08-01,0.47723181495979516,0.2788051535956826,0.6756584763239077
Fondaparinux,2025-09-01,0.47723181495979516,0.27576741575652897,0.6786962141630614
Fondaparinux,2025-10-01,0.47723181495979516,0.2727748063918378,0.6816888235277525
Fondaparinux,2025-11-01,0.47723181495979516,0.26982537205412604,0.6846382578654643
Fondaparinux,2025-12-01,0.47723181495979516,0.266917296285959,0.6875463336336314
